Stock#,Lane,Item#,Year,Make,Model,Odometer,VIN,Sale Document,Loss Type,Vehicle Location Info,Auction Date,Public,Primary Damage,Secondary Damage,Run & Drive,Starts,Odometer Status,Fuel Type,Cylinders,Transmission,Provider,Buy Now Price
25019223,,#TBD,2018,DODGE,JOURNEY,"4,189",3C4PDDEG3JT528331,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Geico Insurance,
24995867,,#TBD,2018,DODGE,JOURNEY,"3,024",3C4PDDEG0JT340530,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Hanover Insurance,
25091923,,#TBD,2018,DODGE,JOURNEY,"19,603",3C4PDDEG6JT390459,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,RIGHT FRONT,FLOOD,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
25198697,,#TBD,2014,DODGE,JOURNEY,"76,964",3C4PDDDGXET106080,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
25052113,,#TBD,2013,DODGE,JOURNEY,"93,153",3C4PDCDG6DT537881,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,RIGHT SIDE,SUSPENSION,NO,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,
25418681,,#TBD,2009,DODGE,JOURNEY,"148,570",3D4GG57V29T245202,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,FRONT END,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,"$1,350.00"
25478755,,#TBD,2010,DODGE,NITRO,"100,000",1D4PU2GK9AW127188,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,ENGINE BURN,FRONT & REAR,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,6 Cyl,Automatic,,
25366443,,#TBD,2008,DODGE,NITRO,"190,344",1D8GU28K28W138654,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,LEFT REAR,FRONT & REAR,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
24883315,,#TBD,2009,DODGE,RAM 1500,"129,447",1D3HV13T89J533860,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,LEFT & RIGHT,,YES,YES,ACTUAL,Gasoline,8 Cyl,Automatic,Progressive Casualty Insurance,
25134226,,#TBD,2008,DODGE,RAM 1500,"214,499",1D7HU18268S597809,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,RIGHT SIDE,SUSPENSION,NO,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25326204,,#TBD,2002,DODGE,RAM 1500,"229,755",1D7HU18N52S655233,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,MECHANICAL,RIGHT REAR,NO,YES,ACTUAL,Gasoline,8 Cyl,Automatic,,$500.00
25468024,,#TBD,2005,DODGE,SPRINTER,"75,605",WDXPD944655824558,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,UNKNOWN,,YES,YES,ACTUAL,Other,,Unknown,,"$17,000.00"
25512849,,#TBD,1996,FORD,BRONCO,,1FMEU15H1TLA53979,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,ALL OVER,,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,8 Cyl,Automatic,,
23653442,,#TBD,2017,FORD,C-MAX,"13,875",1FADP5AUXHL118732,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,RIGHT SIDE,FRONT & REAR,YES,YES,ACTUAL,Hybrid,4 Cyl,Automatic,USAA - ACH,
24792820,,#TBD,2013,FORD,C-MAX,"47,092",1FADP5AU3DL552002,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,MECHANICAL,NO,NO,ACTUAL,Hybrid,4 Cyl,Automatic,Progressive Casualty Insurance,
25178643,,#TBD,2008,FORD,ECONOLINE,"283,575",1FTNE24L58DA46788,SALVAGE TITLE-TX,OTHER,,7/11/2019 7:30:00 AM,NO,FLOOD,,NO,NO,ACTUAL,Gasoline,8 Cyl,Automatic,,
25452073,,#TBD,2004,FORD,ECONOLINE,"176,510",1FMRE11L04HB00111,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,REAR,RIGHT FRONT,NO,YES,ACTUAL,Gasoline,8 Cyl,Automatic,,$700.00
25155834,,#TBD,2018,FORD,ECOSPORT,"16,357",MAJ3P1TE1JC186059,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,,NO,NO,ACTUAL,Gasoline,3 Cyl,Automatic,ACIA,"$1,800.00"
25019609,,#TBD,2018,FORD,ECOSPORT,"1,187",MAJ6P1UL1JC213657,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Meemic Insurance,
25054289,,#TBD,2017,FORD,EDGE,"40,412",2FMPK4J87HBC04482,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25066008,,#TBD,2017,FORD,EDGE,"10,627",2FMPK4J91HBC68039,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,UNKNOWN,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Meemic Insurance,
25328120,,#TBD,2015,FORD,EDGE,"40,410",2FMTK4AP5FBB41644,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,REAR,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,AAA Auto Club Group Companies,"$9,460.50"
25317238,,#TBD,2010,FORD,EDGE,"151,632",2FMDK3JC7ABA05620,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,LEFT & RIGHT,YES,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25058825,,#TBD,2010,FORD,EDGE,"256,432",2FMDK3KCXABB68745,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,RIGHT FRONT,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,$950.00
25267969,,#TBD,2008,FORD,EDGE,"223,074",2FMDK39C58BB46510,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,ALL OVER,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Geico Insurance,
25230465,,#TBD,2019,FORD,ESCAPE,701,1FMCU9HD9KUA77633,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25057646,,#TBD,2017,FORD,ESCAPE,"9,021",1FMCU0GD0HUF06180,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25044946,,#TBD,2017,FORD,ESCAPE,"6,507",1FMCU0GD3HUC23109,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,ROOF,LEFT & RIGHT,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25021197,,#TBD,2017,FORD,ESCAPE,"42,392",1FMCU0GD2HUD18485,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,RIGHT SIDE,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Hanover Insurance,
24999420,,#TBD,2017,FORD,ESCAPE,"25,931",1FMCU0GD4HUD65601,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25104394,,#TBD,2017,FORD,ESCAPE,"39,023",1FMCU0GD3HUD58400,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,RIGHT FRONT,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24604278,,#TBD,2017,FORD,ESCAPE,"18,743",1FMCU0GD7HUE33504,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,RIGHT SIDE,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,I.V.A.S. / American Insurance Corporation,"$4,500.00"
24413935,,#TBD,2016,FORD,ESCAPE,"28,548",1FMCU0GX9GUA75167,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25024459,,#TBD,2016,FORD,ESCAPE,"41,120",1FMCU9G98GUC25176,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,"$2,100.00"
25104891,,#TBD,2014,FORD,ESCAPE,"53,400",1FMCU0GX6EUD93227,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT SIDE,NO,NO,NOT ACTUAL,Gasoline,4 Cyl,Automatic,Meemic Insurance,
25249582,,#TBD,2014,FORD,ESCAPE,"41,547",1FMCU0JX7EUA83368,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,LEFT FRONT,YES,YES,ACTUAL,Other,,Automatic,ACIA,
25455949,,#TBD,2014,FORD,ESCAPE,"75,848",1FMCU0GX9EUA12566,CLEAR-NJ,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,,NO,NO,ACTUAL,Gasoline,4 Cyl,Unknown,,
25239475,,#TBD,2013,FORD,ESCAPE,"46,872",1FMCU0F77DUB80920,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,RIGHT REAR,SUSPENSION,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,AAA Auto Club Group Companies,"$4,150.00"
23172685,,#TBD,2013,FORD,ESCAPE,"102,152",1FMCU9G92DUB25988,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,"$1,250.00"
24061653,,#TBD,2011,FORD,ESCAPE,"134,822",1FMCU9EGXBKA06287,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,REAR,LEFT & RIGHT,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Geico Insurance,
25082269,,#TBD,2011,FORD,ESCAPE,"169,101",1FMCU9EG5BKB66156,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,,YES,YES,ACTUAL,Flexible Fuel,6 Cyl,Automatic,Progressive Casualty Insurance,"$1,450.00"
25306534,,#TBD,2011,FORD,ESCAPE,"81,643",1FMCU9C73BKA83456,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,,NO,NO,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25069675,,#TBD,2010,FORD,ESCAPE,"111,298",1FMCU9C7XAKB00011,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,ENGINE DAMAGE,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Meemic Insurance,
24037852,,#TBD,2009,FORD,ESCAPE,"102,866",1FMCU93799KC86166,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,RIGHT FRONT,FRONT END,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Geico Insurance,
25160041,,#TBD,2009,FORD,ESCAPE,"226,049",1FMCU93GX9KC66010,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,$900.00
25186239,,#TBD,2008,FORD,ESCAPE,"112,980",1FMCU93Z48KA69592,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,ALL OVER,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Meemic Insurance,
25506600,,#TBD,2005,FORD,ESCAPE,"165,085",1FMYU94165KB77125,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,RIGHT SIDE,SUSPENSION,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
25321789,,#TBD,2002,FORD,ESCAPE,"228,590",1FMYU01182KD00077,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,LEFT & RIGHT,,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,,$400.00
25315707,,#TBD,2018,FORD,EXPLORER,"41,590",1FM5K8GT0JGA85893,JUNK-IL,OTHER,,7/11/2019 7:30:00 AM,NO,ALL OVER,ROLLOVER,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Avis Budget Group,
24812108,,#TBD,2016,FORD,EXPLORER,"43,902",1FM5K8GT4GGD25097,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT SIDE,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,
24989147,,#TBD,2016,FORD,EXPLORER,"38,330",1FM5K8FH2GGC03514,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25338901,,#TBD,2011,FORD,EXPLORER,"126,150",1FMHK7B83BGA68291,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,,YES,YES,ACTUAL,Other,,Automatic,ACIA,
24525349,,#TBD,2010,FORD,EXPLORER,"119,870",1FMEU7EE8AUA52635,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,LEFT & RIGHT,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25259314,,#TBD,2006,FORD,EXPLORER,"180,447",1FMEU73E86UA28264,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,LEFT & RIGHT,YES,YES,ACTUAL,Other,,Automatic,Geico Insurance,
25218562,,#TBD,2003,FORD,EXPLORER,"127,460",1FMZU73K13ZA20464,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,,NO,NO,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25291867,,#TBD,2002,FORD,EXPLORER SPORT TR,"211,558",1FMZU77E42UD55881,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,TRANSMISSION,,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,$350.00
25303811,,#TBD,2001,FORD,EXPLORER SPORT TR,"197,443",1FMZU77E01UB95478,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,ALL OVER,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,,$699.00
25024535,,#TBD,2018,FORD,F150,"14,781",1FTEW1EP6JFE09408,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25124283,,#TBD,2018,FORD,F150,"20,111",1FTEW1EP1JFD59243,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,ACIA,"$12,100.00"
24801589,,#TBD,2017,FORD,F150,"42,974",1FTEW1EP6HFC33678,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT FRONT,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,USAA - ACH,"$12,000.00"
24766830,,#TBD,2015,FORD,F150,"73,109",1FTEW1EP3FFC51536,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,USAA - ACH,
24259004,,#TBD,2015,FORD,F150,"59,039",1FTEW1EP3FFD06616,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Hanover Insurance,
25306599,,#TBD,2013,FORD,F150,"39,336",1FTPF1EF3DKD22450,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,ALL OVER,,YES,YES,ACTUAL,Flexible Fuel,8 Cyl,Automatic,,"$4,000.00"
24784766,,#TBD,2011,FORD,F150,"113,817",1FTFW1ET8BKD43308,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,SUSPENSION,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
24884249,,#TBD,2011,FORD,F150,"211,585",1FTFX1ET8BFB77989,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,SUSPENSION,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25210844,,#TBD,2010,FORD,F150,"290,525",1FTFX1EV4AFA40127,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,,YES,YES,ACTUAL,Flexible Fuel,8 Cyl,Automatic,Progressive Casualty Insurance,
25218805,,#TBD,2009,FORD,F150,"191,712",1FTRX12W39FA10963,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,LEFT & RIGHT,NO,NO,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25439790,,#TBD,2009,FORD,F150,"144,028",1FTRX14W59FA20892,CLEAR-AZ,OTHER,,7/11/2019 7:30:00 AM,NO,RIGHT REAR,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,8 Cyl,Automatic,Carvana LLC,
25052443,,#TBD,2007,FORD,F150,"205,461",1FTPW14V27FA65464,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,LEFT & RIGHT,YES,YES,ACTUAL,Flexible Fuel,8 Cyl,Automatic,Progressive Casualty Insurance,
25428987,,#TBD,1996,FORD,F250,,1FTHF26H5TLA30849,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,ALL OVER,,NO,NO,INOPERABLE DIGITAL DASH,Gasoline,8 Cyl,Automatic,,$750.00
25448971,,#TBD,2005,FORD,F350,"182,452",1FTWW33P05EA01405,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,REAR,LEFT & RIGHT,YES,YES,ACTUAL,Diesel,8 Cyl,Unknown,,"$8,500.00"
25317783,,#TBD,2012,FORD,FIESTA,"110,188",3FADP4EJ4CM220979,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,REAR,,NO,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25098954,,#TBD,2012,FORD,FIESTA,"109,886",3FADP4EJ6CM115070,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,ENGINE DAMAGE,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,$350.00
25482701,,#TBD,2011,FORD,FIESTA,"111,176",3FADP4EJ6BM137780,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,
24899689,,#TBD,2013,FORD,FLEX,"97,455",2FMHK6D87DBD00277,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,REAR,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
24780002,,#TBD,2018,FORD,FOCUS,"8,278",1FADP3K22JL301856,SCRAP-MI,OTHER,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Ally Financial,"$2,000.00"
25062293,,#TBD,2018,FORD,FOCUS,"20,299",1FADP3F27JL258450,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,ENGINE DAMAGE,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Hanover Insurance,
25166408,,#TBD,2014,FORD,FOCUS,"35,000",1FADP3F24EL246035,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,LEFT FRONT,SUSPENSION,NO,NO,INOPERABLE DIGITAL DASH,Other,,Automatic,ACIA,
25179721,,#TBD,2012,FORD,FOCUS,"140,266",1FAHP3F28CL428514,PREVIOUS SALVAGE-MI,OTHER,,7/11/2019 7:30:00 AM,YES,REPOSSESSION,UNKNOWN,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Select Remarketing Group,"$1,200.00"
25200438,,#TBD,2012,FORD,FOCUS,"146,019",1FAHP3H23CL139330,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,LEFT SIDE,UNDERCARRIAGE,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Hanover Insurance,
24489024,,#TBD,2012,FORD,FOCUS,"145,425",1FAHP3K29CL256399,SALVAGE-IL,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,USAA - ACH,
25135223,,#TBD,2011,FORD,FOCUS,"59,220",1FAHP3FN4BW112325,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Meemic Insurance,
25263463,,#TBD,2011,FORD,FOCUS,"122,358",1FAHP3GN8BW146315,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,LEFT REAR,FRONT END,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Geico Insurance,
25427240,,#TBD,2008,FORD,FOCUS,"191,322",1FAHP35N58W277939,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,RIGHT FRONT,LEFT & RIGHT,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,$425.00
25306614,,#TBD,2007,FORD,FOCUS,"156,031",1FAFP34N57W285837,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,ALL OVER,,NO,NO,ACTUAL,Other,,Automatic,ACIA,
25235487,,#TBD,2007,FORD,FOCUS,"148,673",1FAHP34N07W215381,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,ENGINE DAMAGE,LEFT SIDE,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,$500.00
25214364,,#TBD,2004,FORD,FOCUS,"98,706",1FAFP33P74W137705,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,ALL OVER,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,$150.00
25369066,,#TBD,2004,FORD,FOCUS,"179,136",3FAFP37Z24R104366,PREVIOUS SALVAGE-MI,OTHER,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,$350.00
25420437,,#TBD,2002,FORD,FOCUS,"135,816",1FAFP36382W234188,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,NO,LEFT & RIGHT,FRONT END,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,,$425.00
25228253,,#TBD,2002,FORD,FOCUS,"58,471",1FAFP33P12W236839,PREVIOUS SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,$150.00
25174347,,#TBD,2007,FORD,FREESTAR,"88,314",2FMZA51667BA10508,CLEAR-MI,WATER,,7/11/2019 7:30:00 AM,YES,FLOOD,FRONT & REAR,NO,NO,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,
25174574,,#TBD,2006,FORD,FREESTAR,"119,254",2FMZA52216BA65975,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,ALL OVER,,NO,YES,ACTUAL,Gasoline,6 Cyl,Automatic,Progressive Casualty Insurance,$300.00
24552720,,#TBD,2018,FORD,FUSION,"1,362",3FA6P0UU7JR252239,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT SIDE,NO,NO,ACTUAL,Hybrid,4 Cyl,Automatic,Liberty Mutual Commercial - GRM TLE,"$3,500.00"
24776409,,#TBD,2018,FORD,FUSION,"40,776",3FA6P0H7XJR109032,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT END,,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24704625,,#TBD,2017,FORD,FUSION,"25,610",3FA6P0H71HR321599,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,,NO,YES,ACTUAL,Other,,Automatic,AAA Auto Club Group Companies,
25097085,,#TBD,2017,FORD,FUSION,"79,964",3FA6P0H70HR348874,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,LEFT & RIGHT,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Hanover Insurance,
25050038,,#TBD,2017,FORD,FUSION,"27,961",3FA6P0HD0HR272496,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,RIGHT SIDE,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25027730,,#TBD,2017,FORD,FUSION,"32,071",3FA6P0K92HR139811,CLEAR-MI,COLLISION,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24981403,,#TBD,2016,FORD,FUSION,"36,688",3FA6P0T9XGR353636,CLEAR-MI,OTHER,,7/11/2019 7:30:00 AM,YES,FRONT & REAR,,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Ally Financial,
24624634,,#TBD,2016,FORD,FUSION,"38,900",3FA6P0T9XGR171502,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT & REAR,RIGHT SIDE,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24779082,,#TBD,2016,FORD,FUSION,"51,013",1FA6P0H77G5109842,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT & RIGHT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
24018939,,#TBD,2015,FORD,FUSION,"42,751",3FA6P0HD3FR112237,SCRAP-MI,THEFT,,7/11/2019 7:30:00 AM,NO,THEFT,STRIP,NO,NO,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25056040,,#TBD,2015,FORD,FUSION,"39,498",3FA6P0H98FR267488,SALVAGE-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,FRONT END,LEFT FRONT,YES,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
25091944,,#TBD,2015,FORD,FUSION,"111,278",1FA6P0H76F5122273,SCRAP-MI,COLLISION,,7/11/2019 7:30:00 AM,NO,LEFT & RIGHT,SUSPENSION,NO,YES,ACTUAL,Gasoline,4 Cyl,Automatic,Progressive Casualty Insurance,
